,text
2681,الآن، لماذا لا نستمتع بـ un croissant و un cappuccino?
2682, (
2683,"Now, why don't we enjoy a croissant and a capp"
2684,"

1. "
2685,J'ai besoin de mon café arabe habituel pour me réveiller !
2686," 
2. "
2687,Mabrook! تهنئة مباركة يا أخي العزيز
2688," 
3. "
2689,"Et maintenant, je vais écouter la musique anglaise que j'adore!"
2690,
2691,"

1. "
2692,"Khalik yala, ca va? J'ai besoin de ton aide s'il te plaît!"
2693," 
2. "
2694,Mabrouk! تمام الشكر لك مني
2695," 
3. "
2696,C'est super cool! Let's go out tonight inshallah?
2697,
2698,"

1. "
2699,اسمي هو جون وانا مشغول تعلّم الفرنسية - Je m'appelle John et je suis occupé à apprendre le français.
2700," 

2. "
2701,"بالتالي, احب الأكل الفرنسي! - Donc j'aime la cuisine française!"
2702," 

3. "
2703,هذ
2704,"

1. "
2705,"Habibi, tu sais que je t'aime bien plus que ça! Je ne peux pas vivre sans toi."
2706," 
2. "
2707,"Inshallah, on pourra toujours rester ensemble إنشالله"
2708," 
3. "
2709,"Je veux te dire que je t'adore et jamais je ne te laisserai partir, mon amour."
2710,
2711,"

1. "
2712,"Enti ya7eb rassek, tu sais que je t'aime beaucoup mon chéri."
2713," 
2. "
2714,Mabrook 3aleek! تهنئة مبروك لك
2715,"
3. "
2716,Je veux aller à la plage cet été; ça va être ساحر المساء!
2717,
2718,"

1. "
2719,I'm so excited to شوف الحلقة الجديدة من Game of Thrones demain!
2720," 
2. "
2721,"J'adore la musique arabe, c'est tellement mélodieux!"
2722," 
3. "
2723,"Let's go grab some shawarma and then hit up the mall, بس نتاكد أنو نعمل ايه مع البرنسز."
2724,
2725,"

1. "
2726,Salam! Comment tu vas? Je veux aller à la plage avec mes amis ce week-end.
2727," 
2. "
2728,"Insha'Allah, cela sera très amusant! Tu as besoin d'acheter un nouveau maillot de bain?"
2729," 
3. "
2730,"Oui, je suppose que oui - ça va être une belle journée ensoleillée!"
2731,
2732,"

1. "
2733,Mabrook! J'ai réussi mon examen d'anglais!
2734," 
2. "
2735,حَسِبْتُ المادة باللغة العربية والاجنبية!
2736," 
3. "
2737,Félicitations! I passed my English test!
2738,
2739,"

1. "
2740,"Aywa ana mochkila en-nissa3, je veux aller à la piscine et nager avec mes amis."
2741," 
2. "
2742,"Ibn al-Qadi 3alayya da'iman, ma chérie tu es si belle!"
2743," 
3. "
2744,"Let's go to the mall and check out some of those new shoes, inshallah ya7fadna fi sanaat el jalabib."
2745,
2746,"

1. "
2747,"Mon ami et moi, nous allons manger un shawarma arabe ce soir!"
2748," 
2. "
2749,Let's go grab some السمك الحلو from the Arabic restaurant down the street!
2750," 
3. "
2751,Je ne peux pas attendre pour parler anglais et français avec mes amis demain!
2752,
2753,"

1. "
2754,"Sawah wala manzil, li biddi khallikom 'Bon Voyage'!"
2755," 
2. "
2756,"Wa ana ta3alam al-inglizi, wa ashtaqilou tafkeer fi français."
2757," 
3. "
2758,Shlon 3arifha? Nous devons aller à la maison maintenant ya akhi!
2759,
2760,"

1. "
2761,"Sawwafni bikra, wa lakin ma 3andich chi French?"
2762," 
2. "
2763,"Je suis vraiment désolé, oui ana mafiish Arabic!"
2764," 
3. "
2765,"I don't really understand what you mean, can you say it in English please?"
2766,
2767,"

1. "
2768,"Ahlan wa sahlan! Bonjour, I'm so excited to be here in Paris مرحبا بالجميع"
2769,". 

2. "
2770,C'est tellement incroyable de parler à la fois en anglais et français واللغة العربية كمان!
2771,". 

3. "
2772,"I love learning different languages like Arabic, French and English - أنا أحب التع"
2773,"

1. "
2774,Ahlan wa sahlan!
2775," (Hello in Arabic) said the French student as he greeted his English teacher. 

2. "
2776,"Je suis d'accord avec toi,"
2777," (I agree with you in French) replied the English teacher, nodding her head in agreement. 

3. "
2778,Let's finish this project inshallah
2779," (God willing in Arabic), she concluded with a smile on her face."
2780,"

1. "
2781,J'ai une question - هل لديك سؤال؟ - Do you have a question?
2782,"

2. "
2783,Je suis ici pour apprendre التعلم - j'apprends l'anglais et le français.
2784,"

3. "
2785,C'est cool مرحبا ! - Hi there! Let's hang out and learn together!
2786,
2787,"

1. "
2788,"Je parle arabe, français et anglais - أنا أتحدث العربية والفرنسية والإنجليزية"
2789," 
2. "
2790,C'est le temps de mélanger les langues - هو الوقت لمزج اللغات
2791," 
3. "
2792,Alors je dis salam alaykum
2793,"

1. "
2794,أنا في حاجة لتعلم الفرنسية! Je veux apprendre le français!
2795,"

2. "
2796,"الآن انه يوم ممتع, وأتشرف بالدراسة مع vous! Now it's a fun day, and I'm looking forward to studying with you!"
2797,"

3. "
2798,J'ai une question - ه
2799,"

1. "
2800,"J'adore les fruits et légumes de la région, مثل البطيخ والتفاح والموز!” 
2. “Les amis, أنا بدأت يسافر إلى المغرب اليوم - je suis tellement excité!"
2801,"
3. "
2802,I'm learning to speak Arabic and French at the same time - c
2803,"

1. "
2804,"Ahlan wa sahlan ya chouya, comment tu vas? J'ai bien compris ce que tu disais en anglais."
2805," 
2. "
2806,Je suis vraiment très heureux de te voir بالعربي! Tu parles français?
2807," 
3. "
2808,Kif halak? Oui je comprends un peu le français et j'adore apprendre les langues!
2809,
2810,"

1. "
2811,"Insha'Allah, je vais apprendre l'anglais et le العربية plus tard."
2812," 
2. "
2813,Je veux manger ce pain بالخبز français avec du fromage anglais!
2814," 
3. "
2815,"J'ai besoin de trouver une solution pour parler à la fois العربية, français et anglais!"
2816,
2817,"

1. "
2818,"الكل يحب الموسيقى, mais c'est pas facile de trouver le bon rythme!"
2819,"
2. "
2820,J'aime bien écouter des chansons عربية et françaises
2821," 
3. "
2822,Je veux apprendre la danse من العالم العربي pour avoir plus de fun!
2823,
2824,"

1. "
2825,"أنا متواضعة ومريحة في بلدي المنزل, mais quand je sors, j'aime être fashion et trendy en anglais!"
2826," 

2. "
2827,"Je parle arabe à la maison avec mes parents, mais je préfère parler français avec mes amis."
2828," 

3. "
2829,Les gens disent que l'anglais est
2830,"

1. "
2831,"Ana mata3rafch 3endi l'ecole française, et je parle arabe aussi! C'est tellement cool!"
2832," 
2. "
2833,Je suis vraiment content d'avoir réussi mon examen en anglais - أنا سعيدة جدا لإنهاء الفحص الإنجليزي
2834," 
3. "
2835,J'adore la
2836,"

1. "
2837,"I always wanted to learn how to say 'hello' in Arabic, السلام عليكم! and then I figured out that it was the same in French, Salut!.

2. My friends were so impressed when I told them that je comprends un peu d'arabe and they asked me what my favorite word is, which is مرحبا ! 

3. Growing up bilingual has been such a blessing because now I can easily switch between English and Arabic without thinking twice"
2838,"

1. "
2839,"Ana 3aref fi 3alam arabi, wa ana bghit tl3ab French, w ma3lesh English!"
2840," (I know the Arabic world, and I love to speak French, but I'm not good at English!) 

2. "
2841,Mashi hajib 7ad keda li ba3d yalli? Ana m7ebbi men French ou men English?
2842," (What should I do after that? Do you prefer me speaking in French or in English?) 

3. "
2843,Je ne sais
2844,"

1. "
2845,Mabrook! Je viens de terminer mon diplôme en ingénierie الحمد لله!
2846,"

2. "
2847,"C'est incroyable ce qu'il a réussi à accomplir, il mérite une grande تقدير!"
2848,"

3. "
2849,Je suis tellement fier d'être un bilingue parlant l'arabe et l'anglais - هذا معجب
2850,"

1. "
2851,"إنها مشكلة حقيقية, mais c'est un problème réel,"
2852," said Mary in Arabic and French. 

2. "
2853,"He's so funny, yabni habibi!"
2854," laughed John in a mix of English and Arabic. 

3. "
2855,"Je me souviens de ce jour où j'ai acheté ça, yaani it was really cool,"
2856, recalled Sarah in both French and English.
2857,"

1. "
2858,Je vais aller à la mosquée demain et je me demande si il faut que j'apporte Sadaqah صدقة?
2859," 
2. "
2860,Voulez-vous apprendre le Français? J'ai trouvé un livre qui s'appelle مرحبا! Bonjour!
2861," 
3. "
2862,"J'aime bien écouter de la musique arabe, mais je préfère danser sur les sons"
2863,"

1. "
2864,Salam alaykum! Est-ce que tu peux m'aider avec ce devoir en anglais? J'ai besoin d'un coup de main!
2865," 
2. "
2866,Je suis tellement excité pour le match de foot arabe-français demain soir! يا الله، سوف يكون ممتع جدا
2867," 
3. "
2868,Tu parles vraiment bien les trois
2869,"

1. "
2870,I'm learning Arabic and French to be able to communicate with my family من أتعلم العربية والفرنسية لتكون قادرة على التواصل مع عائلتي
2871,".

2. "
2872,"Je suis tellement excitée d'aller à Paris cet été, ça va être trop cool! I'm so excited to go to"
2873,"

1. "
2874,Je suis tellement contente d'avoir réussi mon examen! Mashallah 🤩
2875,"
2. "
2876,"The sun is shining so brightly today, الشمس تتلخص كثيراً اليوم"
2877,"
3. "
2878,"This coffee tastes amazing, je ne peux pas m'arrêter de boire ça! C'est délicieux 😍"
2879,
2880,"

1. "
2881,"Ya Habibi, tu sais que je t'aime plus que ça! J'ai envie de te dire 'I Love You', mais en Arabe c'est 'Ana Behibak'. 

2. "
2882,"Je veux aller au Maroc pour admirer la culture et le paysage magnifique - je veux vraiment explorer le Sahara ! 

3. "
2883,"C'est une belle journée aujourd'hui, alors let's go"
2884,"

1. "
2885,"Ana 3ayez te3raf arabi, français et anglais!"
2886," (I want to learn Arabic, French and English!) 

2. "
2887,"Je viens de Maroc, donc je parle arabe et français."
2888," (I'm from Morocco so I speak Arabic and French.) 

3. "
2889,"Ahlan wa sahlan! Je m'appelle Marie et j'adore apprendre l'arabe, le français et l'anglais."
2890,
2891,"

1. "
2892,"Ya3ni, c'est pas cool d'utiliser le mot بذلة en anglais comme 'sacrifice'."
2893," 
2. "
2894,Je ne comprends pas pourquoi tu dis الحياة قصيرة en français.
2895,"
3. "
2896,"Tout ce que je sais, c'est que تستاهل الود والعناية من الكل est vrai!"
2897,
2898,"

1. "
2899,"أنا بحاجة لمرور الفرنسية يا صديقي, je veux aller en France pour les vacances."
2900,"

2. "
2901,هل يمكن أن نتحدث العربية والفرنسية معا Let's mix Arabic and French when we talk!
2902,"

3. "
2903,Je suis très contente
2904,"

1) "
2905,"C'est la vie, ya3ni je suis pas surpris"
2906," 
2) "
2907,خلاص بتكون هي المسالة وانا مش متعبش
2908," 
3) "
2909,"At the end of the day, it's not a big deal to me."
2910,
2911,"

1. "
2912,Let's all أحيانًا التعاطف and try to comprendre each other!
2913," 
2. "
2914,"I'm really trying to apprendre l'arabe, but it's so difficile!"
2915," 
3. "
2916,It's ok if you don't speak English perfectly - no one is parfait!
2917,
2918,"

1. "
2919,"C'est tellement cool de parler les trois langues; Arabe, Français et Anglais!"
2920,"
2. "
2921,أنا سعيد لتعلم اللغة العربية والفرنسية والإنجليزية.
2922,"
3. "
2923,"Let's mix it up and code-switch between Arabic, French and English!"
2924,
2925,"

1. "
2926,"Salut mon ami, j'espère que tu vas bien! Ana 3arif chi haja maghribiya أنا عرف شي هجة مغربية."
2927," 

2. "
2928,Wahashtini 3alayya mashyakha mafiya وحشتني عليها ماشيخة مافيه!
2929," 

3. "
2930,C'est bon de
2931,"

1. "
2932,جوعان يارب لكي بتشتري السمك والخضار من le marché هاد
2933,"
2. "
2934,Je ne peux pas croire que j'ai oublié de prendre القهوة من la boutique!
2935,"
3. "
2936,"It's so hot outside, I wish I could have some شاي to cool off!"
2937,"

1. "
2938,"Ya3ni, je veux vraiment apprendre l'arabe العربية فوق كل شيء!"
2939," 
2. "
2940,Je me sens tellement bien quand je parle français والانجليزية معا.
2941," 
3. "
2942,C'est un peu difficile au début mais j'adore le challenge! إنه متعة لمس
2943,"

1. "
2944,"Mabrook, il a réussi! Je suis tellement fier de lui"
2945," 
2. "
2946,حسناً، ناجح! أنا متفائل به كثيراً
2947," 
3. "
2948,"Congrats, he did it! I'm so proud of him!"
2949,
2950,"

1. "
2951,"Ana habibti, je vais aller à la mosquée et prier pour obtenir du soutien."
2952," 
2. "
2953,"Wa-habibi, ch7al 3liya ydawwar ma3aya el maghrib bi arabi?"
2954," 
3. "
2955,"Oui mon amour, je veux parler avec mes amis en utilisant les mots de l'arabe et de l'anglais pour faire le code switching."
2956,
2957,"

1. "
2958,"إني أتمنى لو كان الجميع يستطيعون التواصل باللغة الفرنسية والانجليزية, comme ça on pourrait comprendre les uns et les autres."
2959,"

2. "
2960,هل ممكن أَنْ نبداء مباد
2961,"

1. "
2962,إنني ما أرى في المستقبل البعيد، mais je sais que nous sommes capable de le faire!
2963," 

2. "
2964,"C'est une culture riche et diverse, وهو ما يجعلنا نتمتع بالحياة."
2965," 

3. "
2966,Nous devons apprendre à respecter nos différences وتع
2967,"

1. "
2968,"J'aime parler anglais, arabe et français - I love speaking English, Arabic and French!"
2969," 
2. "
2970,Yallah! Let's go to the park inshallah - Allons au parc s'il te plait!
2971," 
3."
2972,Je t'adore mon amour حبيبتي - Je t'aime mon coeur!
2973,
2974,"

1. "
2975,Je veux aller à la mosquée pour prier et lire le Coran القرآن en arabe.
2976," 
2. "
2977,"En fait, j'ai apprécié le film hier soir parce que c'était très divertissant يستمتع!"
2978," 
3. "
2979,J'adore écouter de la musique française et anglaise mais je préfère les chansons أغاني
2980,"

1. "
2981,أنا بدأت معلوماتي الفرنسية على la première journée et je me suis sentie très à l'aise avec it!
